Nama Tempat,Lokasi,Kategori,Rating,Jumlah Review,Harga Tiket,Pengikut IG,Fasilitas,Review
Metro Garden,Metro,Buatan,4.6,355,30000,6989,kolam renang. taman bunga. taman kelinci. area pemancingan. kafe & resto. gazebo. mushola. toilet,Wisata lengkap di tengah kota Metro. Ada kolam renang anak. taman bunga. sampai kolam pemancingan. Area parkirnya luas dan parkir ke kolam renang gratis. Cocok buat acara bukber atau gathering kantor karena area indoor-nya luas. estetik. dan ada AC-nya
Kampoeng Kopi,Lampung Barat,Buatan,4.7,9,20000,0,kebun kopi edukasi. omah kopi (galeri). area pengolahan pasca panen. homestay. mushola. toilet,Bener-bener surganya pecinta kopi! Masuk ke sini langsung disambut hamparan kebun kopi yang luas banget. Udaranya sejuk parah. apalagi pas kabut turun. berasa lagi di atas awan. Edukasinya dapet banget. kita bisa liat langsung gimana proses kopi dari pohon sampe jadi minuman di Sekolah Kopi. Wajib coba kopi robusta aslinya. mantap!
Air Terjun Mbah Gimo,Lampung Barat,Alam,4.8,8,0,0,Spot foto alami. jalur trekking. area parkir (swadaya). perkebunan kopi,Vibes-nya tenang banget karena emang belum dikelola secara komersil. Masuknya masih gratis. Saran aja bawa bekel sendiri karena nggak ada yang jualan di dalem. Air terjunnya lebar. bagus banget buat latar foto kalau pinter cari angle di bebatuan
Pinus Ecopark Lampung,Lampung Barat,Buatan,4.4,496,5000,27700,camping ground. wahana flying fox. area bermain anak. sewa hammock. warung makan. mushola. toilet,Lokasinya strategis banget di pinggir jalan raya. jadi gampang dicari. Area camping-nya luas dan seru buat bareng temen-temen. Fasilitas kayak toilet. mushola. sama kantin udah memadai. Minusnya kalau habis hujan beberapa titik agak becek. jadi mending bawa alas kaki yang pas
Lanakila Lake,Pringsewu,Alam,4.5,1204,10000,27500,perahu wisata. area piknik. camping ground. wahana anak. food court. mushola. toilet,Gak nyangka di Pringsewu ada tempat sekeren ini! View Bendungan Way Sekampung-nya luas banget. apalagi pas sunset. juara dunia. Areanya rapi. bersih. dan banyak spot foto estetik. Cocok banget buat camping ceria atau sekadar piknik sore bareng keluarga.
Taman Bunga Celosia,Pringsewu,Buatan,4.5,13,10000,0,Spot foto (pemandangan bukit). taman bunga. area duduk. mushola. toilet.,Spot foto instagramable melimpah. Warga sekitar juga ramah-ramah. Meskipun fasilitas pendukung seperti tempat berteduh masih perlu ditambah. tapi buat harga masuk seikhlasnya ini sangat worth it. Lokasinya tepat di bawah Pura Giri Sutra Mandala. jadi suasana budayanya juga dapet.
Taman Wisata BMJ,Pringsewu,Buatan,4.3,480,5000,3541,Spot foto. kolam renang. taman kelinci. hutan jati. aula. mushola. toilet.,Fasilitas lengkap. ada gazebo gratis (tinggal pakai). musala. dan toilet bersih. Makanannya lumayan enak. meskipun kadang ada beberapa menu yang kosong pas lagi ramai. Paling asik duduk di rumah kayu lantai duanya sambil nikmatin angin sepoi-sepoi.
Lembah Akasia,Pringsewu,Alam,4.4,229,5000,3719,kolam renang. gazebo. area terbuka hijau. spot foto. kuliner. mushola. toilet,Bener-bener definisi hidden gem di Pringsewu! Vibes-nya dapet banget. adem dan asri di bawah pohon akasia. Cocok buat yang mau healing sore sambil dengerin suara aliran sungai Way Sekampung. Nasi goreng sama kopinya juga enak. harganya ramah di kantong.
Princhsto Equestrian Park,Pringsewu,Buatan,4.5,425,5000,3973,area berkuda. area memanah. ATV. kereta gantung mini. edukasi satwa. kuliner. penginapan,Vibes-nya kayak lagi di luar kota. areanya tertata rapi. Selain berkuda. ada wahana lain kayak kasih makan kelinci sama domba merino. Tiket masuknya murah meriah cuma 5 ribu. tapi kalau mau naik kuda atau wahana lain bayar lagi. Minusnya kalau hari libur ramenya luar biasa. antre naik kudanya lumayan panjang.
Taman Senja,Pringsewu,Buatan,4.3,52,5000,0,kuliner. pondokan saung kayu. area duduk outdoor. spot foto. area memancing. mushola. toilet,Spot terbaik buat nyore di Pringsewu! Pemandangan ke Jembatan Way Sekampung pas golden hour bener-bener cantik banget. Tempatnya asri. banyak pohon rindang. dan rumah kayunya bikin suasana jadi estetik. Tiketnya juga murah meriah banget. cuma 5 ribuan
Kampung BW,Pringsewu,Buatan,4.5,161,20000,5552,kuliner tradisonal. bangunan & spot foto. meeting room. area weeding. kafe dua lantai. mushola. toilet,Tempatnya juara buat yang mau 'refresh' pikiran. Suasana sawahnya bener-bener berasa kayak di kampung halaman. Makanannya enak-enak. terutama Nasi Biru Telang-nya yang unik dan sehat karena pake pewarna alami bunga. Kopi di roastery-nya juga mantap banget buat nemenin sore!
Virgo Beach,Lampung Selatan,Alam,4.1,219,20000,2638,Kuliner. kafe. jembatan kayu. grilling (BBQ). penginapan. area camping. berenang. gazebo. mushola. toilet. kamar bilas,Gak perlu jauh-jauh ke Bali! Vibes-nya dapet banget. suasananya tenang dan estetik. Sunset-nya juara dunia. paling asik nongkrong sore di bean bag sambil dengerin musik. Tiket masuknya juga ramah di kantong. cuma 10-20 ribuan udah bisa foto sepuasnya.
Siger Horse,Bandar Lampung,Buatan,4.4,81,20000,12100,Arena berkuda. panahan. peternakan mini & edukasi. kuliner. mushola. toilet. area parkir,Tempatnya seru banget buat anak-anak belajar hal baru! Mentornya sabar pas ngajarin teknik dasar kayak walk atau trot. Biayanya juga murah buat yang mau sekadar nyobain naik kuda keliling lapangan. Sangat worth it!
Milkyverse Ciplaz Lampung,Bandar Lampung,Buatan,4.0,92,100000,62000,Banyak macam Permainan,2 jam di sini mantap banget sampe kelaparan. bener bener puasss .cocok buat main sama temen ataupun pacar
Trans Studio Mini Lampung,Bandar Lampung,Buatan,4.5,7128,50000,11300,Spot Foto. Permainan,Tempat luas. permainan nya juga lumayan banyak.
Wongso Tirto Agropark,Lampung Selatan,Buatan,4.4,325,20000,1902,Gazebo. Parkir,Kolam renang untuk keluarga. terutama yang bawa anak-anak. Ada beberapa kolam yang luas. dengan air setinggi mata kaki hingga kolam sepinggang orang dewasa. Kolam bersih. selalu ada petugas yang keliling kontrol kebersihan.
Dragon Waterpark,Lampung Selatan,Buatan,4.8,761,35000,10100,Gazebo. Penyewaan Ban. Parkir. Penginapan,Dragon Water Park bener-bener wahana air keluarga yang wajib dikunjungi kalau lagi cari hiburan seru di Lampung Selatan — dari anak kecil sampai dewasa pasti ketagihan!
Lampung Walk,Bandar Lampung,Buatan,4.5,10830,40000,77000,Kolam Renang. Arena Olahraga,Tempatnya bersih. luas. pilihan tempatnya ada untuk anak2 dan dewasa. ada kolam arus nya JD berasa seperti di sungai.
88 Karting,Bandar Lampung,Buatan,4.1,109,50000,6858,Aksesoris. Arena Balap,1 lap sebenarnya udah bisa untuk penyesuaian. 10 lap ternyata kurang nggak berasa hehehe. Kaya udah gitu aja. Lintasannya sih yang kayaknya kurang luas hehehe.
Navara City Park,Bandar Lampung,Buatan,4.8,616,55000,36700,Theme Park. Waterpark. Parkir. Food Park,Ciptakan moment tak terlupakan di Navara Citipark ☺ Tepatnya luas. nyaman. Superclean. wahananya cukup banyak. foodcourt didalemnya juga super lengkap..
Gubak Hills,Bandar Lampung,Buatan,4.5,21,30000,4467,Resto. Pemandangan. Spot foto,Tempat yang sangat bagus yah ini. pemandanganya gunung. indahh. Banyak banget spot foto mantap. Rasa makananya cukup oke dengan harga yang masih terjangkao.
Taman Wisata Alkazam,Lampung Selatan,Buatan,4.5,79,10000,0,Kantin. Parkir. Spot foto,Bagus pemandangannya. berada di atas pegunungan kecil.sejauh mata memandang terlihat pemukiman penduduk yang tampak berderet mengelilingi taman.semakin menambah keindah tempat tersebut.
The Ocean View,Bandar Lampung,Buatan,4.3,125,35000,9072,Resto. Pemandangan. Spot foto. villa,Untuk lokasi nya bagus banget. tapi untuk bagian cafe atau tempat jajannya masih harus banyak banget yang di perbaiki seperti belum siap melayani. pelayanan lambat. salah pesanan. stok masakan masih pada beku
Teluk Hantu,Pesawaran,Alam,4.3,557,20000,0,Parkir. Spot foto,Pantai yang sangat cantik. indah dan alami. Akses daratnya ga perlu dijelasin. cocok buat latihan fisik dan mental. Saat ini pantai teluk hantu sudah bisa diakses menggunakan kapal. jadi bisa menghemat waktu perjalanan.
D'Rajash Beach,Pesawaran,Alam,4.4,33,15000,4222,Parkir. Spot foto. Resto,Pantai dan tempat penyeberangan untuk ke pulau tegal mas dan pulau pahawang
Pantai Pancur Permai,Pesawaran,Alam,4.4,63,0,0,Parkir,pantai yg sangat astetik dan indah cocok sekali buat santai santai
Pantai Kelapa Kunjir,Pesawaran,Alam,4.3,176,20000,0,Parkir,Pantai rakyat yang cukup bersih. di bagian depan ada pasir utk anak2 bermain. n dibagian belakang nya lebih banyak bebatuan. ada halaman luas bisa dimanfaatkan untuk kegiatan. wc juga tersedia. biaya masuknya motor Rp10.000 . mobil Rp 30.000 - Rp 50.000.
Pantai Karang Bebai,Tanggamus,Alam,4.5,217,15000,80,Spot Foto,Laut nya mantap bgt deburan ombaknya bnr bnr bikin tenang. karang2 nya estetik buat foto2. tida lupa pohon kelapanya juga menambah estetika pokonya bgs bgtttt
Pantai Pintasan,Tanggamus,Alam,4.6,160,10000,0,Parkir. Spot Foto,tempat yang sangat bagus pantainya terus waktu kesini lagi sepi jadi enak foto foto nya dan alhamdulillah aman selama di perjalanan
Pantai Teluk Paku,Tanggamus,Alam,4.7,83,0,0,Spot Foto. Ombak,Wisata Teluk Paku. Sangat indah dan bagus. Kalau pas surut kita bisa ke batu karang yang tidak jauh dari pinggir pantai
Air Terjun Curug Intan,Pesawaran,Alam,4.3,7,0,0,"Area parkir sederhana, jalur trekking, tempat istirahat, warung kecil",Lumayan jauh dr jalan utama. tapi ada fasilitas pengendara ojek di kampung2 menuju ke aer terjun
Air Terjun Congkanan,Pesawaran,Alam,4.9,8,0,0,"Jalur trekking, area parkir, tempat duduk sederhana, warung sekitar",Pemandangannya cukup indah dan memanjakan mata akan tetapi akses jalan menuju lokasi sangat jelek. harusnya pemerintah desa maupun kabupaten memperbaikinya karna itu adalah jalan untuk para wisatawan menuju air terjun
Pantai Bidadari Putih,Tanggamus,Alam,4.5,99,10000,0,Pantai bersih. pasir putih. pepohonan,Pantainya bagus banget. bersih. dan banyak tempat duduk yang free. tiket masuknya murah banget dan Jalannya cocok banget untuk pemula.
Bendungan Tirta Shinta,Lampung Utara,Buatan,4.1,520,10000,0,Gazebo. parkir. saung,Salah satu tempat wisata di lampung utara. tempatnya sejuk dan nyaman. Tersedia juga kolam renang. wahana perahu. makanan dan minuman disini serta terasedia fasilitas mushola.
Pasir Timbul Pahawang,Pesawaran,Alam,4.7,471,270000,49000,Resort & villa. Penginapan (cottage di atas laut). penyewaan alat snorkeling. dan perahu wisata.,Pokoknya Pahawang dan sekitarnya tempat yang indah dan menyenangkan buat bermain bersama keluarga termasuk Balita. :)
Pantai Ketapang Bahari,Pesawaran,Alam,4.5,1540,50000,118,Gazebo. parkir,Bagus. air nya jernih. banyak terumbu karang dan ikan. kemarin liat ikan Nemo besar. Tiket masuk pun murah 60rb permobil
Pulau Panjurit,Lampung Selatan,Alam,4.8,9,0,0,"Area pantai, spot foto, tempat bersantai, akses perahu, warung sekitar",Pulau ini memiliki suasana yang tenang dengan pemandangan laut yang cukup menarik.
Pantai Batu Mandi,Pesawaran,Alam,4.1,455,25000,0,Gazebo. Musholla. parkir,Cocok untuk berenang keluarga. anak anak tapa ada rasa takut ombak besar. Ombak kecil dan pasir yg lumayan luas....
Pantai Bensam 2,Pesawaran,Alam,4.6,133,25000,3365,Gazebo. Musholla. parkir. Cottage,Bensam beach seruu untuk bermain. nyaman untuk ber swa foto. tempat yg lumayan bagus untuk healing dan refreshing
Pemancar Way Gubak,Bandar Lampung,Buatan,4.6,103,10000,1125,Kantin. Spot foto. pemandangan,Tempat nongkrong yang asik dengan view gunung dan laut. Bisa menikmati city light Bandar Lampung. makanan dan minuman nya enak enak terutama nasi goreng+teh tarik paling joss tiket masuknya cuma 10k untuk hasil sunset yang okee ini sih wort it banget
Pemancar Gunung Balau,Bandar Lampung,Buatan,4.6,150,10000,1125,Kantin. Spot foto. pemandangan,udah sering kesini dari beberapa tahun lalu dan kebetulan kesini pas pagi-pagi dan beruntung banget cuaca nya sedang berkabut jadi vibesnya seperti di puncak bogor
Teropong Kota Bukit Sindy,Bandar Lampung,Buatan,4.2,4537,15000,5327,Resto. spot foto,bagus untuk wisata lokal. sejuk dan dari ketinggian bisa menikmati lampu lampu kota dari ketinggian dan kejauhan.
Pantai Tanjung Selaki,Lampung Selatan,Alam,4.2,341,10000,0,"Area parkir, pondokan, warung, toilet, spot foto pantai","Pantainya nyaman untuk bersantai, menikmati angin laut, dan berfoto bersama teman."
Air Terjun Curup Padae,Lampung Barat,Alam,4.4,108,15000,2633,"Jalur menuju air terjun, area istirahat, parkir sederhana, spot alam",Akses jalan motor mobil bagus. untuk masuk area ga jauh tapi kalo hujan lumayan becek pas jalan kaki ke curupnya. Cocok buat kumpul. makan bareng keluarga.
Taman Tugu Kopiah dan Patung Pengantin,Lampung Tengah,Budaya,4.5,2591,0,0,"Area parkir, taman, tempat duduk, spot foto, ruang terbuka",Ruang terbuka publik untuk masyarakat Lampung Tengah. khususnya Gunung Sugih. ikon Provinsi Lampung ini terletak di sebelah kanan Jalan Lintas Sumatera. bisa jadi tempat istirahat sejenak dan terdapat beberapa jajanan sembari istirahat dan menikmati lalu-lalang kendaraan melintas.
Centro Futsal & Waterboom,Lampung Tengah,Buatan,4.0,701,25000,0,Parkir. Penyewaan ban. area bermain,Parkir luas. Banyak pilihan kolam dan permainan. Tempat duduk untuk makan dan ngobrol ada banyak. Sangat direkomendasikan untuk menghabiskan waktu akhir pekan keluarga.
Taman Dipangga,Bandar Lampung,Buatan,4.4,1144,0,0,"Area parkir, taman, tempat duduk, toilet, ruang terbuka hijau","Tempatnya cukup nyaman untuk bersantai, berjalan santai, dan menikmati suasana kota."
Masjid Istiqlal Bandar Jaya,Lampung Tengah,Budaya,4.7,3233,0,536,Parkir luas. toilet. tempat wudhu,Tempat bersih. parkiran luas. banyak yg jual makanan minuman cocok utk yg istirahat perjalanan jauh. TAPI tolong diperhatikan kebersihan tempat wudhunya licin. mulai kusam lantainya sepertinya jarang disikat. kamar mandinya bau polll ya Allah.
Lapangan Merdeka Kotagajah,Lampung Tengah,Buatan,4.2,1035,0,0,"Area parkir, lapangan terbuka, tempat duduk, pedagang sekitar",Lapangan merdeka kota gajah ini 🐘 menurut aku iconic buat kecamatan kota gajah Areanya cukup luas juga buat ngadain berbagai acara!
Lungsir (Taman Kota),Bandar Lampung,Buatan,4.5,8028,0,0,"Area parkir, taman kota, tempat duduk, jalur pejalan kaki, spot foto",Sebuah titik kumpul dengan beberapa spot kota seperti masjid dan JPO terbaru Tempat ini sangat ramai saat malam hari. banyak masyarakat memanfaatkan tempat ini sebagai wisata bersama keluarga. teman. maupun pasangan. juga terdapat banyak sekali pedagang makanan dan minuman disini
Pantai Mutiara Baru,Lampung Timur,Alam,4.2,465,10000,954,"Area parkir, warung, pondokan, toilet, spot foto pantai",Tempat berteduh cukup banyak. yang jualan juga cukup banyak. disekitar pantai cukup bersih. Untuk bersantai cukup bagus. Toilet juga sepertinya disediakan. Biaya masuk 10k per orang. tidak ada parkir2 lagi. Gazebo juga sudah free.
Danau Kemuning,Lampung Timur,Alam,4.2,476,10000,0,"Loket tiket, parkir, toilet, jalur hiking, shelter, area camping, sumber air bersih, pemandu lokal",Pemandangannya luar biasa indah! Udara segar dan suasana alami yang menenangkan. Cocok banget buat healing dari rutinitas kota. Fasilitas cukup memadai. Wajib dikunjungi kalau ke Lampung!
Taman Budaya Lampung,Bandar Lampung,Budaya,4.4,1388,0,7356,"Area parkir, loket, museum mini, pemandu, toilet bersih, ruang multimedia, taman, warung kopi tradisional",Tempat yang kaya akan nilai sejarah dan budaya Lampung. Sangat edukatif dan inspiratif. Pemandu wisatanya informatif dan ramah. Koleksi artefaknya lengkap dan terjaga. Wajib dikunjungi!
Hutan Mangrove Petengoran,Pesawaran,Alam,4.6,109,15000,11928,"Parkir motor & mobil, toilet darurat, warung kopi, jembatan gantung, spot foto, guide lokal tersedia",Tempat wisata alam yang masih asri dan terjaga kealamiannya. Perjalanan ke sana worth it. Spot foto alamnya keren banget. Pengelolaan sudah cukup baik. Harga tiket sangat terjangkau.
Lampung Marriott Resort,Pesawaran,Buatan,4.7,1218,2000000,56500,"Area parkir, loket tiket, wahana permainan, toilet, mushola, kantin, area foto, pemandu, souvenir shop","Wahana lengkap dan terawat dengan baik. Anak-anak sangat senang. Pengelolaan rapi, antrian teratur. Harga tiket terjangkau untuk keluarga. Penjaga wahana ramah dan profesional. Pasti balik lagi!"
TMII Water Boom,Metro,Buatan,4.2,76,25000,1105,"Area parkir, loket tiket, wahana permainan, toilet, mushola, kantin, area foto, pemandu, souvenir shop",Destinasi wisata keluarga yang tidak mengecewakan. Banyak pilihan wahana. Anak-anak betah berlama-lama. Tempatnya bersih dan aman. Staf ramah. Harga tiket sesuai dengan fasilitas yang ada.
